x1,x2,x3,x4,y1,y2,y3,y4,Score,Pass
"Hello! I am Wendy and I am happy to walk you through on changing the ringtone of a specific contact on your galaxy s8+. Do you have your Galaxy s8+ right in front of you? Is your phone low on battery - down to 1%? Just asking since it happens to me sometimes. 

Terrific! Why don't we get started by going to Phone and then opening your contact list by selecting Contacts? Let me know once you have open your contact list. Please take your time. 

Awesome. Please select the specific contact you would like to change the ringtone of by tapping on the contact's name. Let me know once you have open the contact information.

Fantastic! Now you should be able to see 4 icons - please select the last one on the row (right side) that is labeled Detail, with the info icon. 

On top of your screen, you will be able to see Edit, please select which will bring you to a new screen that contains the details of the Contact. On the bottom of the screen, you will see View More (directly right above the 'scan business card' button). Please select View More and let me know if you have completed that step.

Great. We are also there. Now, you will be able to see a lot more options that are available for you to select. Please scroll down a little bit more and you will be able to see 'Ringtone' and please tap on 'default ringtone'. Please let me know if you have completed this step.

You should be able to see a list of ringtone you can select from and assign it to your chosen contact. Have you chosen a ringtone yet?

*once the person has chosen the ringtone*

Terrific! I bet it's a fun ringtone you have chosen. The most important and the last step is to save the setting. Once you have selected the ringtone, it will redirect you back to the 'View More' setting. On top of the screen, you have the option to Cancel or to Save the new setting you have edited. If you are happy with the ringtone of your choice, please select Save. However, if you decided to change your mind, please feel free to select Cancel. 

Once the new setting is saved, you can test the new ringtone setting by asking the specific contact to contact you. 

Have I resolved all of your concerns today? Do you need help with updating other settings as well? 

My pleasure. Thank you for chatting with us. Please do not hesitate to contact us if you need us to walk you through with other settings on your Galaxy s8+ as well. Have a great evening.","Hello - I am Wendy. I am sorry for the inconvenience and I will do my best to help you troubleshooting your iPhone 7 screen and power issues. 

Do you mind letting me know how long have you been charging the phone?

Thank you so much for sharing that information. Since your phone is charged, why don't we try a soft reboot? It is a simple task that won't take longer than 20 seconds. Please let me know if you are ready. 

Please locate your POWER button (located on the right hand side of your phone) and the Volume Down Button (located on the left hand side of your phone - the lower button). Please let me know once you located those 2 buttons on the sides of your phone.

Great! Press and hold the two buttons together for up to 15 seconds. Sometimes the soft reboot process may take less than 15 seconds. If the process works, you may see the restarting screen pops up (white background with the Apple logo in the middle). Please let me know if the restarting screen appears after the process. 

Fantastic! I am so glad to hear you are able to see the screen again. I know it can be a real pain when I am dealing with any phone issues. Are you able to log into your phone? Why don't you double check and make sure your phone is working properly while I am still chatting with you? In case, there is any other issues - I will be able to help. 

Awesome. Glad to hear your phone is working once again. Have I resolved all of your concerns today? 

My pleasure. Thank you for chatting with us. Please do not hesitate to contact us if you need our help with your iPhone 7. Have a great day.","Hello, Timothy! I am Wendy and I am happy to walk you through on adding your Outlook.com email to your new iPhone. You are in good hands. Since you are unsure if you have the newest iOS 11, we can definitely walk you through on checking which operating system you have. Do you have your phone in front of you?

Terrific! Did you just purchase your iPhone from the store?

Congratulations! Unboxing a brand new phone is my favorite thing to do as well. That said, have you completed the registration and the setup process yet? 

Awesome. I am glad to hear the setup process is simple and easy. Since you just mentioned you have not set up your 1code yet, we can do a walkthrough after we check your iOS version and setup your email. 

Sounds good. Are you on your Home Screen at the moment (where you see all of your applications/icons)?

Great! Do you see an application that is labeled Setting (a gray icon with a gray gear)? If so, please select the icon. Please let me know once this step is completed.

Awesome. There's only a few more steps. You may see different options appear on this screen and please scroll down just a little bit until you see the option General (there is a gray icon next to it as well - similar to the Setting icon). Once you see General, please select.

Fantastic! Once you are on the General screen, the first option you see is About - please select. Please let me know once you are on the About screen.

Wow. You are very quick. On the About screen, you will be able to find a lot of interesting information about your iPhone 7 including the number of songs, videos, and phones it's storing along with the serial number and the storage space information. To find out what iOS version you have, please scroll down and find the label Version. What do you see?

Great! You do have iOS 11 on your brand new phone. Since we have solved this mystery, please let me know when you are ready to setup your Outlook email onto your phone. 

Are you still on the About screen? If so, please don't press the Home button to exit because we will be continued to using the Setting function. 

Thank you. Now, let's go back to the main Setting function from your About page. Do you see the option of General on top of the left hand screen? If so, please select and that will bring you back to the General screen. Please let me know when it's done.

Terrific! Let's go back to one more screen by select Setting on the top of the left hand screen. Please let me know when it's done.

Good. You are a quick learner. Please scroll down on the screen until you see an option that is labeled 'Accounts & 1words' (next to an icon that is a gray background with a white key on it). Please let me know when it's done.

Great. There's only a few more steps. You are on the Accounts & 1words screen - you should be able to see the option of 'Add Account'. Please select that option. Please let me know when it's done. 

On that screen, you will see different email services available for you to choose from. Since you mentioned Outlook.com - please select Outlook.com. Let me know once you have selected that option.

Perfect. After you've chosen Outlook.com, please simply follow the on-screen instructions by signing in with your email address and 1word. Please take your time while you complete the sign in process. Once you are signed in, a permission prompt might appear detail various application permissions your email account will have access to - please tap on YES to proceed. Once you press YES and being redirect to the account setting page, then please let me know and I will walk you through the very last step of the setup process.

Congratulations! You are one more step away from using your email on your brand new phone. Now, you should be seeing different options to select which apps can access and sync with such as your contact, calendar, reminders, and notes. Please make sure Mail is selected if you want to access your email from your Mail application. If you wish to sync your mail calendar with the Calendar application on your phone, then please select that as well. 

Okay. That's okay if you want to select Mail only. You can always update and revise the options later on down the road. Of course, we are happy to help you with that as well. Now, let's test it out by clicking your email application. Are you ready?

Great. Please click on your Home button on the bottom which should be able to take you back to the Home screen. Please let me know when it's done.

Perfect. Do you see a blue icon with a white envelop on it that is label Mail. If so, please select. Please let me know what do you see after selecting the icon.

My pleasure. I am glad we are able to help you set your email account for your new iPhone. Have I resolved all of your concerns today? Do you need help with setting up other new applications or accounts on your phone? 

Sounds good. Thank you for chatting with us. Please do not hesitate to contact us if you need us to walk you through with other settings on your iPhone 7 as well. Have a great evening.","The reason why I want to be an Anywhere Expert is because I like to help others and I enjoy problem solving. Sometimes I do get frustrated to talk to a robot-like person because they are not really 'listening' to my concern or needs. I feel Anywhere Expert is the opposite of what I don't agree with by putting the human tough with online chat. 

As far as what I will be doing as an Anywhere Expert, I don't know and I am okay with that because it's still in beta. I see growth in terms of different items we can help others to solve or guide them through. I am excited to see what entails and suitable for Anywhere Expert and myself. 

Thank you in advance for taking your time in reviewing my application.",1,1,1,91,,1
"Hello Reggie! This is Keia. Hope you're having a wonderful day! In order to change the ringtone for a specific contact on your Galaxy s8+ for these directions: Go to Phone > Contacts > select person > select ""Details"" (info sign) > EDIT (Top of screen) > View more (Right above ""Scan Business Card"") > scroll down and you will see ringtone, click that (allow permission 1st time) and it will bring up tones for you. Does this help resolve your problem?","Hi Jamie! My name is Keia. Hope all is well with you! Sorry to hear about your phone shutting off, but I will be happy to help you with that! Since you have an iPhone 7, press and hold down the Sleep/Wake (side) button and the Volume Down button at the same time until you see the Apple logo and it should turn right back on. Does that resolve your issue Jamie?","Hello Timothy! Hope you're having a great day! I can definitely assist you with adding outlook.com emails to you new iPhone. Congrats on the new phone purchase by the way! Please follow these steps and let me know if that works for you. 
--Launch the Settings app on your iPhone or iPad.
--Tap on Mail, Contacts, Calendars.
--Tap on Add Account.
--Tap on Outlook.com.
--Enter your Outlook.com username and 1word and then tap Next in the upper right hand corner.
--Choose the services you'd like to enable and sync with Outlook and then tap Save in the upper right hand corner.","I just recently heard about Anywhere Expert and would love the opportunity to become an employee of the company. I have worked from home, but have yet to try chat positions. As an Anywhere Expert, I think I'll be chatting with different people that have different issues with all kinds of electronic devices. I will also be chatting with more that one person at a time, I assume. I believe this would be a great opportunity to not only help myself, but to help others as well. No matter how old we may get, everyday is a different day to learn something new!",1,1,0,79,,1
"Hello! My name is Crystal! I'm happy to help you change the ringtone of a specific contact on your galaxy s8+. Select apps (the white square with 9 gray dots), and tap on your contacts app (they yellow square with the white person silluette). Select the contact you would like to change and tap on ""Edit"" which should be at the top right of your screen. Awesome! At the bottom of the screen, tap ""more"" and scroll down. Tap on the ringtone option and select your ringtone. At the bottom right corner of your phone, hit back. Select one of the options in the pop up menu and then click ""save"" at the top right of your screen. This will save your chosen ringtone! Is there anything else that you need help with today?","Hello! My name is Crystal and I would be happy to help you get your iPhone7 screen back on! There are a couple ways that we could try. First, try plugging it in with a different charger or charging cable. It is possible that either of these components may be faulty and isn't sending a charge through to the phone. Is that working?

No? Okay. Don't worry! There are definitely other ways that we can try! Next we are going to try to restart your iPhone. To do this, hold down your power button. This is the button at the top right or the right side of your phone. Hold this down. If the phone was on, you should see the slider come up asking to power down the phone. If your phone was off, you should see the phone beginning to turn on. If the phone was on, go ahead and power the phone down and turn it back on to restart it. Let me know when you have tried this and the results to see if we should try another way! 

Great! I'm glad that it worked! Is there anything else that I can help you with today?","Hello! My name is Crystal and I am happy to help you add your Outlook email account to your new iPhone! The first step is to click on your settings app. This is the gray gears. Scroll down until you see ""Mail"" and select that option. Under the ""Accounts"" option, select ""Add Accounts"".
Great! We are almost done!
Select Outlook.com and login with your outlook.com email information. When you are done, select save at the top right corner.
Awesome! Is there anything else that I can assist you with today?","As an Anywhere Expert, I think that I will be helping people get answers to questions and problems that they may have, specifically in the technology category. They contact me and I'll be almost in a tech support role to assist them in solving their issues regarding their phone, email, computer, etc, based upon what they may have issues with.
I would like to be an Anywhere Expert because it gives me a chance to work (though electronically) with other people and assist them. I enjoy helping people and this is another way for me to do that. It also gives me an opportunity to learn more myself. I am an iPhone user with some knowledge of android. For example: being an Anywhere Expert would allow me to learn more about Android if I need to look up a solution to a problem for a customer. This would expand my personal knowledge as well as making me more knowledgeable for the next customer that may have a similar question!",0,0,0,72,,0
"Good Morning, Reggie. I can help you with that. One moment while I get the steps together for you. 
1.Go to the contact list
2.On the contacts list select to find the contact that you want to set a specific ringtone
3.Tap on the contact and select options which will lead you to the “Edit” button
4.Scroll down to select the ringtone and click the defaults where you will be redirected to the three available options namely:
5.Default- That is if you want to use the phones sounds
6.Ringtone if you want to set from the pre-loaded ringtones
7.Go to my files where you can choose from the songs and music that you have saved in the Galaxy S8+ Plus
8.After all that is done, tap “Ok” and then press “Home button” to return to the home screen

Did that work for you? 
Great!  Is there anything else I can help you with today? 
Thank you for using anywhere experts. Have a great day!","Good Afternoon Jamie, 
Thank you for contacting anywhere experts. 
I would be more than happy to help you with your iPhone 7. 
Press and hold both the Side and Volume Down buttons for at least 10 seconds, until you see the Apple logo.
** If you don't see the charging screen within an hour, or you see the connect to power screen, check the jack, USB cable, and power adapter. Make sure that everything is plugged in firmly, free of debris, and not damaged. You might want to try a different USB cable or power adapter.***
After waiting, if screen still does not come up, please reach back out and we will continue troubleshooting your device. 

Is there anything else that I can help you with today? 
Again, thank you for contacting Anywhere Experts. Have a great day!
","Good Evening Timothy, 

How are you today? Thank you for contacting Anywhere Experts. I would be more than happy to assist you with adding outlook email to you new phone. 

1. Open the Settings app on your iPhone
2. Once inside, scroll down and select ""Accounts & 1words"" from the list of options
3.From there, tap on ""Add Account,"" and choose the email service you'd like to sign into.
4.After you've chosen your email service, simply follow the on-screen instructions in order to sign in with your email address and 1word.
5.Depending on what service you choose, a permissions prompt might appear detailing various application permissions your email account will have access to, so tap on ""Yes"" to proceed.
6.You will now be taken to your account's settings page where you'll have the option to select which apps can access and sync with it, such as Contacts, Calendars, Reminders, and Notes.
7.After choosing which apps you want to sync with your email account, tap on ""Save"" to finish up.

And for future references: If you ever want to revisit your email account's app permission setting to make changes, you can edit your selection anytime by simply heading to ""Accounts & 1words"" option within the Settings app and tapping on your email account to access its settings page.
Timothy, is there anything else I can help you with? 
Great, thanks for choosing Anywhere Experts. Have a great day!", Working with Anywhere Experts will involve assisting customers with technical issues with their electronic devices. I am interested in working with Anywhere Experts because it will be a learning experience for me as well as the customer. I’ll get the opportunity to research things that normally wouldn’t peak my interest unless the situation were about me. ,0,1,1,62,,1
"Hello, my name is Jimmy. I would be glad to assist you in changing your ringtone for a specific person. If you open your contacts, then select the person you would like to set the ringtone for, you should see an option labeled ""details."" Click this option, then choose ""Edit"" from the list. You should then see an option for ""View More,"" this should bring up a list. You can then choose ""Ringtones"" from this list and should be able to choose what tone you want for that person. I hope that this has resolved all of your problems today, feel free to contact us again any time for any other assistance. Thank You, and have a Great Day!","Hello, my name is Jimmy, and I would be glad to help you today. I've had this problem in the past with my screen becoming unresponsive. The best way to fix this is to Force Restart your phone. If you press and hold your sleep/wake button, on the side of your phone, along with your volume down button for approximately 10 seconds you should see the Apple Logo appear on your screen. Once the Apple appears your issue should be resolved, and your phone should operate normally. Thank you for your time, and patience. Have a great day!","Hello, my name is Jimmy and I would be more than happy to help you add your outlook.com email to your iPhone. If you open the ""Settings"" app on your phone,  you can scroll through the list and find ""Accounts and 1words."" Once you select that option all you need to do is select your email provider,  which in this case would be outlook. You then follow the on screen instructions to enter your email, and 1word. When that's completed it will open a screen asking if you would like to sync your contracts, and other things. If you just click the ""Save"" option on the bottom it will link your outlook and everything will be ready to go. I hope I have answered your question in a way that made it easy for you to resolve your problem. Have a great Day, and feel free to reach us for help with any other problems you may have.","As an Anywhere Expert I expect my role to involve helping people with their technical problems, and assisting them in any way that I can. My goal is to be able to help people, from anywhere and at anytime. I would love to join the Anywhere Expert team to help reach that goal. ",1,1,1,60,,1
"Thank you for reaching out to Anywhere expert! My name Is Nikki! I understand how convenient it is to be able to assign your different ringtones to specific callers so, that you can tell who is who, I did the same thing on my Galaxy Note 5, so I can absolutely assist you with that today!

Let's start by going to your Contacts app>choose the desired contact> In the upper right, you should see edit, do you see it Reggie?

Awesome job Reggie! Tap the edit option for me please. Next, scroll down until you see view more. There should be a drop down for ring tone, do you see it?

 Great! After it allows you to choose the ringtone, click save or done. Is it showing that it saved  Reggie?

Perfect!  It was a pleasure chatting with you today. Thank you for allowing me to assist you with adding a specific ringtone to your contacts. Did  you have any other questions  or concerns for me today Reggie?

B&P Anywhere tech

Again, My name is Nikki, your Anywhere Tech, thank you for allowing me to assist, and have a great day!","Thank you for reaching out to Anywhere expert! My name Is Nikki! I understand how frustrating and  inconvenient it is to be when your device  just shuts off and wont turn back on, My Iphone 6s+ did the same thing this morning, so I can absolutely assist you with that today!

 There are a few ways to  resolve the issue, One way is to connect the device to the computer with the latest version o f Itunes, but the quickest way to try to get the screen on would be to hold and press the sleep/wake or power button located on the right side of the  device, and the home button together  until you see the apple logo. Did the apple logo appear Jamie?

 Perfect! It was a pleasure chatting with you today. Thank you for allowing me to assist you with turning the screen back on your Iphone 7. Did  you have any other questions  or concerns for me today Reggie?

B&P Anywhere tech
Again, My name is Nikki, your Anywhere Tech, thank you for allowing me to assist, and have a great day!","Thank you for reaching out to Anywhere expert! My name Is Nikki! I understand how important  it is to have you Outlook email account added to your Iphone.   Its truly convenient to have your email  at your fingertips to keep communication open , I just added my  email to my Iphone 6s+  yesterday, so I can absolutely assist you with that today!
  Lets verify what software version we are working with so  I can be sure I  give you the right steps foe that version. please go to Settings> General>About. If you scroll down, you should see a listing that says version, what does it say there? 

Looks like you are correct Timothy, it is IOS 11, which is the newest software.

Is this a work email or personal email Timothy?

 Great! Do you know the 1word to the outlook email?

 Excellent Timothy! Please open settings>accounts &1words.  Are you there Timothy?

Awesome! Thank you !  Please choose add account>outlook.com>add your email and 1word. Did it save?

Great Job Timothy, your emails will start pouring in!

Perfect!  It was a pleasure chatting with you today. Thank you for allowing me to assist you with adding your outlook.com email to your new Iphone. Did  you have any other questions  or concerns for me today Timothy?

B&P Anywhere tech

Again, My name is Nikki, your Anywhere Tech, thank you for allowing me to assist, and have a great day!

","From my understanding, I will be assisting customers with any technical issues,concerns or questions that they may have regarding their device, settings or features. I am interested in the Anywhere expert because I enjoy assisting customers with learning what their devices are really capable of, so that they can enjoy and entertain themselves both for business and pleasure.Our phones are now ""life remote"", so know its important to keep it connected and up and running.",0,0,1,54,,0
"Hey Reggie, I'm Matt and I would be glad to help you change the ringtone for one of your contacts! First go to your contacts on your phone. If you have trouble finding them you can search for them. Next you will select that specific contact once you find them in the list and click the EDIT button and then click the MORE button that appears. From there you will see the option to change that contacts ringtone!","Hello! I'm Matt and I would be glad to help you figure out why your iPhone screen won't turn on. If your iPhone is in hand try and hold the side power button as well as the volume down button and the same time. Let me know when you see the apple logo come up!
\","Hey Timothy! I'm Matt and I'd be glad to help with adding your outlook.com email to your iPhone!
Go to your settings icon (the gray gear looking icon). Scroll to the top to the search bar and start to type in ""Accounts & 1words"" when you see it appear in the options you should select it. Select add account and from there select the outlook.com service. Once you type in your credentials you should be all set!
",I'd be helping customers resolve any issues they are having with their technology and I want to be an Anywhere Expert because technology is a 1ion of mine.,0,1,1,73,,1
"Good Morning, Mr. Holmes.  I will happy to walk you through changing the ringtone for a specific contact on your galaxy S8+!    

Swipe down on your display to show the Notification Shade to the top.
Click on the Settings option that looks like a gear shaped icon that is located on the right side of your screen towards the top.
Select the option for Sounds & Vibrations.
Select the option for the Ringtone.
You can choose specified ringtone that you would like to have and choose it to see what it would sound like and then select it.

Did that help?","Jamie, I'm sorry that you are having this issue with your iPhone 7.  Here's a troubleshooting idea you can try.

It may sound obvious, but be sure your iPhone's battery is charged enough to run the phone.

To test this, plug your iPhone into a wall charger or into your computer. Let it charge for 15-30 minutes. It may turn on automatically. You may also need to hold down the on/off button to turn it on.
If you suspect your phone ran out of battery but recharging doesn't work, it's possible that your charger or cable is faulty. Try using another cable to double check. (P.S. In case you haven't heard, you can now get wireless charging for the iPhone.)
","Good Morning, Mr. Welch.  Ill be happy to help you with your Outlook.com email question.  The first thing you need to do is open the Settings app on your iPhone and go to ‘Accounts & 1words’ which should be right at the end of the list of options. Once there, simply go to ‘Add Account’ and select the email service you would like to add.  After selecting your preferred email service it is a simple matter of following on-screen instructions to sign in with your email and 1. The kind of permission prompts that will appear depends on the service you choose as well as making you aware of various application permissions that will be required.  Once you tap yes to all prompts you will see your accounts settings page and there will be the option to choose which apps can be accessed and sync with them. These can include Contacts, Calendars, Reminders, and Notes. After you have chosen which apps you want to sync your email with, select Save to end.
","Being an Anywhere Expert is helping people with their tech issues wherever they are from wherever I am.  Its important for the customer to be able to speak to someone when they are in need of assistance and amazing customer service.

I would like to become an Anywhere Expert because it will allow me the flexibility to work from home.  I have a family with different schedules and being an Anywhere Expert will allow me the freedom to choose when I'm available to work.  I have experience working in a chat environment and am very comfortable with it.  I believe I can help people.",0,0,1,100,,0
"Hello, I will be helping you change the ringtone of a specific contact on your galaxy s8+. First, go to the contact app and select the specific contact. Then in the contact details, hit the Menu button and choose Edit. Finally, scroll down until you see the ringtone. Tap it and select a tone to play when they call.","Hello, I'm Loretta and I'll be helping you today. First try holding the power button and the home button at the same time, for at least 20 seconds or until the Apple logo appears on the screen.","Hello, I'm Loretta and I'll be helping you add Outlook.com e-mail to your Iphone. First, launch the Settings app on your Iphone. Then, tap on Mail, Contacts, Calenders. Tap on Add Account. Tap on Outlook.com. Enter your Outlook.com username and 1word and then tap Next in the upper right hand corner. Finally, choose the services you'd like to enable and sync with Outlook and then tap Save in the upper right hand corner.",I hope that I'll be helping customers with their phone issues they may experience. I want to be an Anywhere Expert becuase I would like to make my own schedule so I can spend time with my son.,0,0,0,57,,0
"I would be happy to help! go to the contacts app in your phone (looks like a phone book with a person on it ) click on the contact you want and under the options select ""set ring tone""",Hello Jamie! I would be happy to help you with yuour screen issue  I belive the most likely issue is your phone maybe out of power or off. try holding your power button and see if it flashes a dead battery sign and any other activity and we can go from there!,"Hello Timothy I would be happy to help you link your email with your phone!  1st things 1st open the settings app ( looks like a grey gear )  Then scroll down and select accounts and 1words
From there tap on 
add account
 And there should be an option to pair with outlook.com",I will  Be a person's helper when they can't quite figure out an issue,0,0,1,100,,0
"Hi I would be happy to help you change the ringtone of a specific contact on your galaxy s8+
First I need you to click on your contacts list, its the orange icon with a persons head on it.
Then I need you to scroll down to the contacts name that you want to change the ringtone for
Click the contacts name
Then click the details Icon its an I with a circle around it
Then Click edit
then click view more
Scroll down and you should see where it says  Ringtone
Click the current ringtone
Click where your ringtones are stored 
Select the new ringtone
click save","Hi Jamie I would be happy to help you get your screen working again.
I need you to press and hold both the side and volume down buttons for at least 10 seconds, until you see the apple logo. 
Once you see that logo let go
You should see the screen come on again after a few seconds. Let me know when that happens","Hi Timothy, I would be happy to help you add your Outlook.com email to your iphone. 
You will need to go to the settings menu the icon with the gray gear
called accounts and 1words
select add account and choose the email service you would like to use
sign in. 
From there you will need to follow the on screen instructions.  If it asks for permission please select yes",I will be helping those who have questions about doing things with their different technological devices. I will be chatting with them to resolve any issues they may have or develop. I enjoy helping people and this will give me the opportunity to do that from anywhere.,1,1,1,83,,1
"Hello Reggie! Thank you for chatting in! I'm Jason and I would be more than happy to help you change the ringtone on a specific contact on your galaxy s8+. On your phone, open up contacts, find the contact you want to customize, tap it then tap details. Tap edit in the top right corner. scroll to the bottom and tap view more. Scroll down and tap ringtones. If it prompts, tap Allow then select a ringtone.",Hello Jamie! My name is Jason. I am sorry your iPhone won't come back on. I have a couple of suggestions that may turn the phone back on. Try plugging it in to a different outlet. You can also force restart the device by holding the power button and the volume down button until you see an apple symbol appear and let go. It will restart itself. Try that out first and we can go from there. ,"Hello Timothy! I can definitely help you add your outlook email to your iphone. From your home screen, tap settings (the grey gear). Scroll down till you find Accounts & 1words and tap it. Tap Add Account. Tap outlook.com and enter your outlook.com email account and tap next. Enter your 1word and tap next. Tap yes to agree to the permissions they request. That should add the email account! ","As an Anywhere Expert I think I'll be helping people solve a wide variety of technical problems. I'd like to be an expert because I'm 1ionate about technology but also because I work as a freelancer doing web, video and graphic design and this job will allow me to work on my own schedule.",1,1,1,80,,1
"Hello, my name is Jasmine! I will glad to assist you in selecting a ringtone. May I ask what type of phone you have? ","Hello, my name is Jasmine! I will be glad to help turn your screen back on. Is the phone completely off? ",Hello my name is Jasmine! I'll be glad to assist you with adding your email to your phone. Please go to your settings and click add account. ,I will be assisting guests with technical or non technical requests. I would like to be an Anywhere Expert because I feel my 7 years of customer service can benefit in many ways. I have the willingness to learn and grow. I am not afraid to make mistakes and learn from them as well. I have extroverted personality and not afraid to voice my thoughts and opinions. ,0,0,0,43,,0
"Hello, I am Albert, I'll be glad to help you with that. First, go to the the apps menu by swiping right, and find the Contacts App. Once you have done that, find the contact you want to set a ringtone to, and touch details. Then touch the edit button, and then the contact's photo. Swipe up, and click view more, then swipe up again and click ringtone. You can set the ringtone to any ringtone you'd like. Then touch back, and make sure to touch save to save your changes. Thank you! Have a good day.","Hello! My name is Albert, I'd be happy to help you solve your problem. First, press and hold the lock button for a few seconds. If that does not turn the phone screen on, press and hold the lock button for a few seconds, then press and hold the volume down button for a few seconds. If you see the Apple logo, then your device is restarting and you will be able to access your phone after a few seconds.","Hello! My name is Albert, I'd be happy to help you with adding an Email to your iPhone. First, open the settings app on your phone, scroll down and find ""Accounts and 1words"". Once you have done that, click ""Add Account"" and then the Outlook logo. Follow the on screen instructions and your account will be added.",Helping customers solve technical issues with their mobile phone or other device.,0,1,1,100,,1
"Good evening, my name is Craig, I can definitely help you with setting up a specific ringtone for a contact. First you will need to go to your contacts folder on your phone for the Samsung it's an orange icon. Once open scroll to the contact you wish to change, click the contact and select details. On the top right there is an edit button go ahead and click that, scroll all the way down, there is a view more button go ahead and click that scroll down to ringtone, select that and choose the specific ringtone you want for the contact. Once complete make sure you save your changes. You should be all set, I hope I was able to complete your inquiry. If you have anymore needs, let us know. Thank you","Good morning, my name is Craig and I can definitely help you get your screen back on, on your iPhone 7. We are going to perform a soft reset on your iPhone which will not change or affect anything. Go ahead and hold the power button and the middle home button together for a minimum of 10 seconds until you see the Apple logo appear. Once the logo appears you may let go of the buttons and it will go through the start up process. I will stay here with you until it turns on all the way. I hope that I was able to resolve your screen issue. If you have any other needs please let us know. Thank you and have a great day.","Good morning, my name is Craig and I can definitely help you setup your Outlook email on your iPhone. Go ahead and launch your settings app which is the gray gear looking icon. Find and click on mail, contacts,calendar.  Then under the account section click add account, and click on the outlook.com choice. Enter your username and 1word and click next, now you will be able to choose what you want to sync: mail, contacts, calendar, and reminders. Choose the ones you want and click save. The mail will show up in the unified mail icon on your iPhone.. go ahead and open the mail app and make sure your emails are downloading,, I will wait why you give it a try. I hope that I was able to resolve your email questions today. If you have anymore questions please let us know.. thank you, and have a great day.","As an anywhere expert I will be able to share my knowledge and expertise on a wide variety of electronics and applications that may confuse the average consumer. I hope to provide customers with piece of mind as we are able to resolve their issues and concerns. I enjoy working with electronics. Many family members and friends come to me with their tech needs, i feel that i will be a great asset.",1,0,0,30,,0
"Sure. I am happy to help you and resolve this as soon as possible

Please visit apps, then settings and select ringtones. This will display all your available or saved ringtones. You can select you favorite ringtone and click one.

Did I help resolve all your issues today","Sure, I am happy to help you as soon as possible. 

Let the phone charge up  for sometime, and switch on the phone after 5 minutes. 

Did I help you resolve all your issues today. Is there anything I can help you with","Sure, I am happy to help you as soon as possible. 

Please visit www.outlook.com and download the outlook app, the set up your outlook email account. 

Did I help you resolve all your issues today. Is there anything I can help you with","I want to help people for any issues, I need to earn money for my career development",0,0,0,0,,0
"Hello, my name is Autumn and I'd love to help you! If you could please go to your contacts, it will be the one with the gray background and green person on the icon. Scroll down and click on the contact, that you wish to change the ringtone for. Once you do this, there should be a pencil in the top right corner, click on that. Then scroll  and you should see ringtone, if you dont, push the more button then you should see the ringtone. Press ringtone then a line should come up, if you click on that it should give you a list of ringtones to choose from. Once you choose one, push ok. It will bring you back to the contact, you will then push save. Let me know if that works for you, I'll be here if you have anymore questions.","Hello, my name is Autumn. I am sorry to hear that, we will get it back on as soon as we can. If you could please hold down the down volume button and lock button. It should reboot. If it doesn't we'll try something else. I will be here, if you need anything else.","Hello, my name is Autumn and I'll be happy to help. If you could please go to settings, it should be a grey icon with a wheel with points coming out on the sides. Click on it, then scroll down to where it says accounts, click on that. You should see add acount, click that. If outlook doesn't come up, push other. There is where you will type in your username and 1word. Make sure to save this, then you will be all set. If you have any other questions, I'll be here happy to help. Have a wonderful day!","Helping people with technical problems, and making their life easier. I want to do this, because I love helping people and now I can do it from anywhere.",0,1,1,72,,1
Ok I can help go to ur settings then sounds and then ringtones and pick one u would like to choose,Ok hold ur power button and and the home button at the same til it shows a apple symbol on the screen ,Ok go to ur emails and try again putting ur email again,To help customers and make their day better,0,0,0,100,,0
"Hello. I would love to help you change your ringtone for a specific contact. First you need to go into your contacts. The icon looks like a person's head. Once in your contacts scroll to the individual who you would like to create a custom ringtone for. Click on there contact info and hit details. Once you hit details you will see in the upper right hand corner where it says edit. Click edit, than click view more, than scroll down to ringtone. Lastly pick your ringtone and save contact.", Try hard resetting the phone by holding the home button and power button at the same time until you see the Apple logo., Go into settings,Extra money.  And helping people who need tech support,1,0,0,100,,0
"Hi Reggie, im Nisha and ill be happy to follow through the steps with you. First from your home screen can you navigate: Settings> Sounds and vibration?","Hi Jamie, i'm Nisha ill be happy to help you. First lets try to Hard reset your iPhone by pressing and holding down the sleep / wake button (The power button) and home button at the same time for at least 20 seconds or until the Apple logo appears on the screen.","Hi Timothy, ill be happy to help you i'm Nisha. First we'll need to check your settings to see if your iPhone is up to date.",I think that I'll be helping customers with everyday questions about their device as an Anywhere Expert. I would like to be an Anywhere Expert so that I could help people while being anywhere in the world.,0,0,0,100,,0
Select the ring to assign. And hit set up and assign it to your contact,Your phone might be over heating. Please take it out of its case a place it in a cool place. And check back in a few minutes and try again. ,Go into your email settings. And click on outlook express. And log in. ,Living life and helping people.,0,0,0,100,,0
First you would select the contact you want to change ring on next choose settings ringtone and choose ringtone you want.,Let check your auto lock preference and makes sure they are not on,"Launch the Settings app on your iPhone or iPad.
Tap on Mail, Contacts, Calendars.
Tap on Add Account.
Tap on Outlook.com.
Enter your Outlook.com username and 1word and then tap Next in the upper right hand corner.",Helping customers to resolve troubleshooting issue. I have great customer service and technical support skills that will be great for your company.,0,0,0,55,,0
